"idno","gender","age","income_decile","income_feel","ppl_take_advantage","ppl_mostly_helpful","trust_legal","trust_police","trust_politicians","trust_ep","trust_un","trust_polparties","trust_parliament","satisfied_government","satisfied_democracy","satisfied_economy"
59357,2,51,9,2,8,6,5,10,6,3,9,5,5,6,10,9
59415,1,22,10,1,6,8,10,4,2,NA,10,6,7,8,8,7
59434,2,19,NA,1,5,4,7,7,6,6,8,6,7,8,10,7
59446,2,29,4,1,3,4,7,8,4,8,9,5,5,2,7,6
59521,1,61,3,1,3,9,8,8,2,0,4,2,4,2,2,7
59527,2,67,5,1,10,8,10,9,8,NA,9,8,10,7,10,10
59534,2,29,6,2,7,6,6,5,5,5,7,5,7,6,7,6
59554,2,75,5,2,10,8,6,6,1,NA,4,1,5,2,2,7
59616,1,46,9,1,7,4,9,9,5,7,8,4,8,7,4,8
59617,2,16,4,1,8,7,8,8,7,6,8,7,10,7,8,8
59940,2,77,9,1,8,4,7,7,7,NA,6,6,6,7,6,7
59970,1,70,2,2,7,8,7,9,5,5,7,5,8,7,8,9
60027,2,39,7,1,8,6,8,7,6,NA,8,7,7,5,8,10
60037,1,26,6,1,8,5,9,10,5,8,9,5,9,7,9,10
60088,1,87,5,1,10,10,7,9,9,5,8,8,10,6,9,9
60149,1,77,4,1,8,6,3,5,3,0,8,4,0,0,3,4
60178,2,32,5,2,7,5,9,8,5,NA,7,5,8,2,6,5
60214,1,16,2,1,5,7,10,10,5,5,10,5,10,8,10,8
60257,2,49,5,2,7,6,8,9,6,6,8,5,8,3,7,7
60317,1,51,6,1,8,7,8,8,6,7,7,5,6,6,8,8
60324,2,63,6,2,7,8,7,8,5,4,6,5,6,5,7,7
60333,1,22,2,1,7,5,3,7,5,NA,8,6,5,6,4,9
60351,1,67,2,1,8,7,7,8,6,7,7,6,6,5,7,6
60379,2,74,1,2,5,4,5,8,5,6,8,5,8,5,8,6
60381,1,23,5,2,6,5,5,8,4,8,7,4,6,7,6,7
60462,1,68,5,1,7,6,8,9,7,NA,6,7,7,5,8,9
60496,1,27,4,2,6,3,8,9,2,3,10,1,7,3,5,7
60506,1,43,8,1,8,7,8,8,7,7,7,7,8,6,8,7
60618,2,35,4,2,5,8,4,6,6,4,7,6,5,9,9,10
60630,2,55,2,2,8,8,6,10,6,6,8,6,8,7,8,8
60700,2,45,6,2,7,7,8,9,8,8,9,7,8,8,8,8
60711,2,75,3,1,8,3,5,7,6,NA,8,6,5,6,6,8
60816,1,21,2,1,5,5,4,10,8,5,9,8,7,6,10,5
60939,1,43,5,2,7,6,9,7,5,7,8,7,8,5,7,9
60964,1,22,8,1,8,6,7,8,4,7,7,6,7,7,7,5
60983,1,73,6,1,9,7,9,9,6,7,7,6,6,6,8,8
61041,2,49,9,1,7,7,9,8,6,8,10,7,8,3,8,7
61123,2,78,NA,1,7,7,6,6,5,3,5,6,4,5,7,7
61165,1,66,10,1,7,7,3,4,3,1,2,3,4,4,3,8
61224,1,74,6,1,8,7,6,6,2,0,1,2,2,4,5,7
61277,1,37,4,1,9,7,8,9,8,6,8,8,8,7,9,10
61322,2,72,5,1,8,9,4,3,5,3,5,4,6,8,6,9
61371,1,26,1,2,7,5,7,9,2,0,5,3,7,9,7,8
61373,1,64,5,1,8,8,9,7,6,3,6,6,9,5,8,7
61376,2,71,6,1,10,10,8,9,7,4,3,6,7,5,7,9
61448,2,63,4,1,8,10,8,9,3,NA,7,4,3,1,8,7
61478,1,34,7,1,6,4,6,7,4,5,7,4,8,6,7,9
61520,1,71,6,2,5,6,9,8,7,2,7,4,7,6,8,6
61524,2,35,4,2,7,5,2,2,2,2,3,2,2,2,3,5
61649,1,55,8,1,10,7,7,0,2,NA,7,4,5,6,7,7
61746,2,57,10,1,5,6,8,8,6,7,7,6,7,6,8,8
61936,1,62,9,1,9,9,9,9,7,9,9,7,7,7,3,8
62197,1,73,3,2,3,9,6,2,8,NA,4,8,10,5,5,5
62201,1,43,5,1,8,0,5,5,5,5,5,5,5,0,0,0
62252,1,64,6,1,9,5,8,8,7,6,8,7,7,7,10,10
62293,2,NA,4,1,8,6,7,7,5,NA,8,5,8,6,9,7
62412,1,40,10,1,5,7,7,10,5,NA,7,4,6,8,8,10
62447,2,48,3,2,7,6,7,7,4,5,6,5,6,6,8,7
62517,2,22,NA,3,7,3,6,8,5,5,7,6,7,8,8,8
62531,2,50,4,2,5,4,5,7,4,9,10,5,6,6,7,6
62604,1,82,8,1,9,5,8,10,9,NA,8,6,8,5,10,7
62677,2,47,4,1,8,7,8,9,6,NA,7,6,7,7,8,8
62681,2,65,5,1,8,8,10,10,7,6,7,6,8,8,9,8
62742,1,55,10,1,8,7,9,8,7,5,8,7,9,7,10,8
62751,2,59,7,1,6,6,8,8,3,5,6,3,7,3,4,9
62791,2,55,6,1,5,4,8,8,6,4,7,4,7,7,7,7
62810,1,22,3,1,7,7,9,9,7,8,9,8,9,6,10,9
63043,2,16,6,1,6,9,5,9,7,7,8,8,7,6,9,4
63121,2,28,2,2,8,5,8,9,7,7,8,7,7,5,8,8
63252,1,65,5,2,8,7,7,7,4,3,5,4,5,3,8,6
63345,1,67,2,1,10,6,9,9,7,6,6,7,10,6,8,9
63407,1,55,8,2,8,6,8,7,5,7,8,5,7,8,8,8
63545,1,69,5,1,7,4,10,10,7,8,9,7,10,8,10,9
63576,1,43,3,2,7,4,4,2,2,NA,6,4,2,1,3,7
63631,1,79,7,2,7,7,7,7,5,6,7,6,5,7,7,9
63741,1,69,3,3,6,6,8,10,4,5,7,4,6,7,6,7
63744,1,58,10,2,7,7,3,3,0,3,5,1,3,5,5,7
63765,2,40,8,2,7,5,7,7,6,4,5,6,7,6,8,7
63775,2,36,4,1,5,3,5,6,5,5,6,5,5,5,7,9
63854,1,60,5,1,5,1,1,5,1,NA,4,1,1,1,1,7
63978,2,33,9,1,8,5,10,10,8,6,8,7,10,4,7,8
64023,2,75,6,1,10,8,10,10,6,NA,6,6,10,10,10,10
64034,2,22,8,1,7,8,8,10,6,7,7,6,7,6,9,6
64046,2,51,7,2,5,8,9,9,3,NA,7,5,7,5,8,7
64052,1,34,9,1,6,6,9,9,7,NA,8,7,8,8,8,9
64066,2,53,9,1,9,8,7,8,4,4,8,5,7,8,9,9
64162,2,54,5,1,7,7,10,9,7,7,8,7,8,9,9,8
64185,1,46,4,3,9,5,9,10,5,8,10,8,9,8,10,9
64223,1,NA,4,2,7,3,9,8,5,5,3,4,5,5,7,8
64268,1,26,7,2,7,7,6,8,3,5,7,3,7,4,6,6
64271,1,63,9,1,6,5,5,5,2,5,5,2,4,7,6,8
64365,2,56,3,1,9,6,8,8,3,3,4,3,4,5,7,8
64427,2,35,9,1,4,2,4,5,3,3,4,3,5,3,4,5
64523,2,33,8,2,6,6,8,9,3,4,6,4,4,3,4,4
64705,2,27,4,2,8,8,9,9,7,NA,9,7,9,4,8,7
64762,1,17,6,1,6,6,7,7,5,5,6,5,7,5,7,7
64771,2,40,8,2,7,5,10,9,5,4,7,5,7,2,9,5
64804,2,32,9,1,6,6,7,6,4,NA,8,5,7,2,4,6
64805,2,NA,6,1,7,7,7,9,3,3,6,3,5,2,5,6
64918,1,NA,NA,3,5,10,NA,NA,NA,NA,6,NA,NA,10,NA,10
64954,1,27,1,2,3,5,3,5,1,NA,NA,1,5,5,7,6
65008,2,39,2,2,5,5,6,5,3,4,6,5,7,3,5,4
65107,1,NA,3,1,8,8,8,10,7,2,8,5,9,6,8,4
65111,2,30,2,1,8,6,7,7,5,6,9,4,7,7,8,7
65197,1,38,8,1,8,8,10,10,9,NA,6,8,10,5,9,9
65219,2,62,4,1,8,7,7,7,4,6,6,NA,5,3,5,7
65220,2,28,8,1,7,8,7,6,4,4,5,4,5,5,9,9
65355,2,61,NA,1,10,7,10,10,8,8,6,8,10,6,8,8
65393,2,34,3,1,5,10,10,10,5,NA,10,7,10,6,4,10
65417,1,49,5,1,6,5,7,8,6,6,6,6,6,6,7,7
65526,1,39,4,1,3,2,8,8,3,6,8,3,6,7,8,8
65567,1,24,3,2,10,5,NA,6,5,7,10,10,10,6,10,10
65574,2,47,3,2,8,9,6,10,5,NA,7,5,9,6,9,10
65608,1,76,3,2,7,7,5,5,6,5,7,8,7,3,8,10
65670,1,57,6,1,7,7,8,8,5,4,7,5,7,5,7,7
65698,1,33,6,1,8,7,7,3,3,NA,4,4,4,5,6,7
65711,2,22,1,2,8,6,9,9,6,NA,7,5,7,4,9,7
65712,1,58,8,1,8,4,8,8,7,8,9,9,9,7,10,9
65800,1,75,8,1,7,8,8,8,7,8,8,7,7,7,8,8
65810,1,32,2,1,9,3,9,10,4,5,8,5,4,NA,7,7
65824,1,74,8,1,8,5,8,8,6,6,7,7,9,9,9,8
65852,1,NA,8,1,8,6,9,9,7,7,7,7,8,7,9,10
65900,1,52,8,2,8,6,10,8,6,5,7,6,8,6,8,6
66094,1,52,10,2,6,6,8,7,4,5,8,2,5,8,5,8
66112,2,26,8,1,6,5,7,8,5,NA,7,4,6,4,4,9
66199,2,35,6,2,6,5,8,8,6,6,6,6,8,6,8,8
66250,1,46,6,2,6,5,8,8,6,7,8,4,6,5,5,7
66251,1,64,7,1,4,5,6,3,5,3,7,6,9,6,8,8
66381,1,30,7,1,10,5,8,9,5,5,8,5,7,4,8,10
66388,1,59,10,1,8,8,10,10,8,7,9,7,10,8,8,9
66433,1,54,6,1,7,7,9,8,2,5,7,3,7,5,6,9
66467,2,57,3,2,10,10,7,10,5,NA,6,4,4,4,5,8
66479,1,59,5,1,6,5,7,9,2,1,7,2,3,6,9,10
66491,2,18,NA,2,3,5,5,9,5,NA,5,5,5,5,5,5
66504,1,48,9,1,8,7,9,8,6,7,8,7,7,10,7,8
66635,1,58,9,1,8,7,7,7,8,7,8,8,8,6,8,9
66670,2,73,6,1,8,6,9,7,6,6,8,8,8,7,7,8
66788,2,74,3,2,10,7,5,8,3,4,6,3,3,4,7,8
66856,2,33,4,2,8,5,7,7,5,5,5,5,5,5,7,6
66891,2,33,3,2,9,7,8,9,3,NA,9,5,6,6,7,8
66918,2,40,4,1,9,8,8,10,5,0,8,5,5,6,7,7
66934,2,78,4,2,9,10,7,10,7,7,10,7,10,8,8,8
66939,2,41,8,1,9,8,7,9,7,5,8,7,8,9,NA,7
66998,2,60,2,3,5,5,6,5,5,5,6,6,6,4,4,2
67008,1,30,3,1,9,8,8,10,5,5,5,5,8,7,10,7
67099,1,50,6,2,7,7,7,7,5,6,6,4,8,8,8,8
67146,2,27,3,1,8,4,10,10,8,NA,7,5,8,4,7,4
67160,1,33,9,1,8,7,9,8,8,7,9,7,9,8,9,9
67166,1,71,6,1,7,5,9,8,5,4,9,5,8,3,7,9
67186,2,23,5,2,7,3,7,9,7,7,8,5,8,4,9,8
67295,1,68,8,1,7,5,10,10,3,6,10,3,5,3,8,7
67306,2,21,1,2,5,4,7,7,6,5,7,4,6,4,8,8
67364,1,34,4,2,6,7,7,8,3,6,8,3,4,3,7,6
67365,2,68,4,1,8,8,10,10,8,8,9,8,8,5,10,8
67386,2,77,2,1,10,10,8,6,4,2,8,4,10,5,10,8
67390,1,72,1,2,6,4,4,2,4,2,6,4,3,2,9,5
67434,2,15,NA,1,6,4,9,9,7,7,9,7,7,7,9,9
67441,1,45,10,2,8,6,8,8,6,6,8,6,7,7,7,7
67462,1,87,NA,1,7,9,8,9,7,5,5,NA,3,6,7,7
67481,2,49,2,3,7,7,6,8,6,5,7,6,6,6,7,8
67556,1,33,8,1,5,5,8,9,7,7,7,7,7,7,9,8
67724,2,72,3,2,9,9,6,7,3,NA,6,0,6,5,5,7
67803,2,54,1,2,7,5,7,7,3,5,7,2,5,5,6,8
67809,1,47,3,2,6,6,8,5,2,3,7,4,2,3,3,5
67837,1,40,1,2,7,3,7,6,3,5,8,3,5,3,4,8
67845,1,49,9,1,8,10,10,10,5,4,9,5,7,5,8,7
67849,1,46,8,1,5,5,8,8,2,NA,4,2,2,2,4,8
67893,2,80,2,2,0,7,10,10,5,8,8,5,8,9,10,5
67919,1,NA,2,2,8,8,8,7,5,6,9,6,7,4,8,6
67920,2,47,8,1,9,6,6,6,6,7,8,6,6,6,9,7
67930,2,56,10,1,9,8,9,8,5,4,7,6,7,3,8,10
67985,2,18,NA,1,6,5,3,4,6,NA,8,5,7,7,9,6
68080,1,45,6,2,6,6,8,8,6,6,7,6,7,7,8,8
68114,2,69,6,1,9,8,5,8,3,5,5,4,5,6,6,7
68122,1,53,6,2,6,8,8,8,6,6,8,5,8,8,5,9
68146,2,72,10,1,9,8,5,8,4,6,7,7,5,3,7,8
68189,2,49,6,2,9,8,8,9,7,6,8,8,8,7,9,7
68196,1,74,3,1,5,6,8,8,5,6,7,5,6,4,5,6
68203,2,43,6,2,7,6,8,8,7,7,7,8,8,6,9,8
68227,2,70,3,2,5,8,9,8,5,3,5,3,1,6,8,10
68267,2,76,2,1,7,7,6,7,6,5,6,6,6,8,8,8
68319,2,26,6,2,7,5,9,5,5,7,9,6,8,6,9,8
68411,2,80,1,2,6,6,6,5,5,3,6,6,6,6,8,7
68555,2,47,3,3,8,6,7,8,4,4,7,3,4,6,4,5
68575,1,49,9,1,8,6,8,7,7,7,8,7,7,6,9,7
68609,1,39,4,3,4,4,6,8,2,NA,6,3,5,1,7,3
68617,1,73,4,1,8,8,9,9,7,7,7,7,9,8,9,9
68650,2,64,1,3,8,9,10,10,5,NA,10,4,5,5,7,3
68658,1,43,6,2,7,8,8,8,6,5,7,8,9,4,4,5
68787,1,75,9,1,8,5,9,9,6,5,6,6,8,7,9,9
68869,1,55,10,1,10,10,9,4,4,NA,6,3,7,8,7,10
68881,1,46,8,1,7,7,9,9,6,7,9,7,8,7,8,9
68904,1,29,3,3,10,1,10,10,7,NA,NA,7,9,10,8,8
69098,2,51,7,1,9,9,9,9,6,6,7,6,8,8,10,10
69109,1,77,4,1,9,5,7,7,7,7,8,8,10,4,7,9
69267,1,78,4,1,8,6,8,8,4,4,5,4,5,4,8,6
69325,1,26,8,2,5,6,7,7,2,5,7,3,4,3,3,5
69328,1,48,10,1,8,6,8,8,6,6,8,6,9,7,9,9
69374,1,27,3,2,5,6,8,8,7,6,7,7,8,7,10,9
69412,2,24,8,1,7,6,7,7,6,NA,7,6,6,6,7,6
69495,2,24,5,2,7,5,7,8,5,8,10,4,5,5,7,6
69517,1,54,7,3,7,3,7,8,7,5,7,6,8,3,7,8
69579,1,51,6,1,8,7,9,7,6,5,7,6,8,4,8,9
69685,1,18,5,1,7,7,10,10,7,7,8,7,10,9,10,9
69728,2,60,10,1,7,7,7,7,6,6,8,6,8,5,7,6
69733,1,64,6,1,9,9,2,3,2,4,8,2,9,1,7,5
69803,2,16,9,1,3,6,7,10,9,8,10,9,10,8,10,9
69833,2,24,7,2,5,7,6,3,3,NA,9,5,7,5,9,7
69846,1,35,2,2,6,4,10,10,6,10,10,4,10,6,10,7
69857,2,45,NA,1,9,6,10,10,8,NA,9,7,10,8,9,9
69858,2,30,6,1,7,6,8,9,5,NA,6,4,7,5,8,7
