"idno","cntry","country","gender","age","income_feel","income_decile","trust_parl","trust_legalsys","trust_police","trust_politicians","trust_polparties","trust_eurparl","trust_unitednations"
1649,"PL","Poland","male",58,2,NA,1,1,0,0,0,0,1
1672,"PL","Poland","female",22,1,NA,3,3,6,2,2,4,6
1677,"PL","Poland","male",39,1,NA,5,5,5,5,5,7,8
1679,"PL","Poland","male",69,2,2,4,4,4,4,5,7,7
1684,"PL","Poland",NA,63,2,4,5,7,5,0,0,NA,5
1686,"PL","Poland","female",68,2,5,6,5,7,5,6,6,5
1689,"PL","Poland","female",55,2,5,0,1,0,0,0,0,2
1697,"PL","Poland","female",41,2,9,5,4,4,3,3,4,4
1704,"PL","Poland","female",54,2,5,2,2,3,1,1,3,3
1725,"PL","Poland","male",34,3,3,2,3,4,1,1,2,5
1729,"PL","Poland","female",39,2,4,1,1,4,0,0,0,0
1751,"PL","Poland",NA,73,2,2,7,7,7,7,7,7,7
1753,"PL","Poland",NA,78,3,2,5,5,5,0,0,2,NA
1759,"PL","Poland",NA,40,2,NA,NA,NA,5,NA,NA,NA,NA
1761,"PL","Poland",NA,67,2,8,5,3,8,1,1,6,7
1776,"PL","Poland","female",33,2,9,3,4,7,3,3,5,7
1780,"PL","Poland","female",36,2,6,2,3,5,1,0,4,4
1793,"PL","Poland","male",38,2,9,0,0,0,0,0,5,6
1795,"PL","Poland",NA,74,2,3,4,3,5,2,2,4,6
1797,"PL","Poland","male",17,2,8,2,4,3,2,3,4,5
1803,"PL","Poland","male",47,2,7,3,4,6,2,1,6,7
1805,"PL","Poland","male",39,2,NA,0,0,2,0,0,0,0
1818,"PL","Poland",NA,66,1,1,3,1,0,4,2,5,3
1819,"PL","Poland","male",21,2,7,0,2,0,1,1,1,1
1828,"PL","Poland",NA,83,2,3,2,2,2,2,2,7,8
1854,"PL","Poland","male",63,3,2,6,2,5,5,5,7,7
1857,"PL","Poland","male",63,2,NA,0,0,5,5,5,5,5
1861,"PL","Poland","male",87,2,NA,5,5,2,2,2,2,3
1867,"PL","Poland","male",46,2,7,0,3,0,6,7,NA,8
1874,"PL","Poland","female",22,2,2,1,1,3,0,0,1,1
1886,"PL","Poland","female",32,1,9,2,4,5,2,2,4,6
1896,"PL","Poland","male",27,2,NA,4,4,4,2,2,3,3
1899,"PL","Poland","female",35,2,4,1,2,3,1,1,2,4
1902,"PL","Poland",NA,26,3,1,3,2,0,0,0,2,1
1929,"PL","Poland",NA,16,3,NA,1,4,4,1,1,3,3
1931,"PL","Poland",NA,62,3,NA,1,0,0,0,0,3,4
1937,"PL","Poland",NA,84,2,3,NA,NA,2,0,0,NA,NA
1940,"PL","Poland","female",46,2,7,1,3,5,0,0,2,2
1941,"PL","Poland","male",53,3,3,0,NA,NA,0,0,NA,NA
1946,"PL","Poland","male",17,2,NA,5,5,5,5,5,5,5
1954,"PL","Poland","female",63,2,6,2,3,4,2,2,NA,NA
1957,"PL","Poland","male",41,2,3,2,3,7,2,2,NA,NA
1977,"PL","Poland","female",82,2,1,3,3,9,3,3,NA,NA
2016,"PL","Poland",NA,81,2,NA,5,5,5,1,1,5,5
2018,"PL","Poland","female",66,2,NA,5,4,7,2,2,3,5
2031,"PL","Poland","male",53,2,3,7,6,8,2,2,2,4
2032,"PL","Poland","male",66,2,6,5,2,8,0,0,0,8
2042,"PL","Poland","female",67,2,NA,0,0,5,0,0,0,0
2049,"PL","Poland",NA,29,2,4,1,1,3,0,0,0,0
2058,"PL","Poland","male",21,2,8,1,1,5,1,1,1,5
2063,"PL","Poland","female",34,2,NA,3,3,4,2,2,NA,NA
2064,"PL","Poland","female",65,2,NA,0,0,5,0,0,0,NA
2069,"PL","Poland",NA,61,2,2,0,3,3,0,0,NA,NA
2074,"PL","Poland","female",43,2,9,6,6,7,7,7,6,6
2079,"PL","Poland","female",57,2,9,3,1,1,4,4,6,5
2084,"PL","Poland",NA,63,2,7,0,5,8,0,0,NA,NA
2086,"PL","Poland","male",30,2,9,5,4,5,4,3,6,7
2100,"PL","Poland","female",28,2,6,5,4,5,3,3,6,7
2103,"PL","Poland","female",86,2,2,5,NA,7,NA,NA,NA,NA
2111,"PL","Poland","male",21,1,5,6,8,7,4,4,7,8
2112,"PL","Poland","female",49,2,9,2,2,5,4,4,5,7
2115,"PL","Poland","male",57,2,NA,7,2,5,5,5,5,5
2118,"PL","Poland","male",57,2,10,2,1,4,2,2,2,5
2120,"PL","Poland","male",37,2,3,3,1,4,3,2,5,4
2125,"PL","Poland","female",52,1,10,3,3,4,1,1,3,3
2137,"PL","Poland","female",53,2,4,0,2,10,1,1,NA,NA
2143,"PL","Poland","male",48,2,10,3,3,5,3,3,4,4
2146,"PL","Poland","male",29,2,NA,0,3,0,0,0,3,3
2155,"PL","Poland","female",62,2,7,1,2,2,2,3,3,6
2169,"PL","Poland",NA,41,2,6,0,5,5,1,0,5,5
2173,"PL","Poland","male",25,2,10,1,5,6,1,1,4,4
2175,"PL","Poland","male",37,2,5,7,3,6,3,3,3,3
2182,"PL","Poland","male",47,2,NA,3,2,2,1,1,1,1
2194,"PL","Poland",NA,45,3,3,3,3,0,0,0,3,3
2198,"PL","Poland","male",66,2,5,5,4,7,0,0,5,8
2203,"PL","Poland",NA,60,3,2,0,5,0,0,0,0,NA
2204,"PL","Poland","female",22,3,2,5,6,7,3,3,9,9
2205,"PL","Poland","male",42,2,7,2,3,6,1,1,2,6
2228,"PL","Poland",NA,78,2,3,0,0,5,0,NA,NA,NA
2229,"PL","Poland","female",43,3,3,5,5,5,3,3,7,7
2231,"PL","Poland","male",62,2,6,8,8,7,7,6,8,8
2237,"PL","Poland","male",43,2,4,0,0,0,0,0,0,0
2241,"PL","Poland","male",56,2,5,0,0,4,0,0,0,3
2246,"PL","Poland",NA,70,2,5,0,0,0,0,0,0,0
2253,"PL","Poland","male",59,3,3,5,6,6,5,4,7,7
2255,"PL","Poland","male",22,1,9,1,1,1,0,0,5,4
2257,"PL","Poland",NA,35,3,4,8,8,8,2,2,0,0
2260,"PL","Poland","male",43,3,2,2,0,3,0,0,0,0
2267,"PL","Poland",NA,66,2,4,2,1,2,1,2,2,1
2275,"PL","Poland",NA,85,3,1,NA,NA,NA,NA,NA,NA,NA
2279,"PL","Poland",NA,75,2,3,7,7,7,5,5,5,5
2281,"PL","Poland","male",38,1,10,5,5,7,4,4,5,7
2285,"PL","Poland","female",36,2,NA,1,0,2,1,1,2,2
2288,"PL","Poland","male",84,2,6,1,4,2,2,3,4,4
2294,"PL","Poland","male",36,2,4,3,3,5,4,4,4,5
2299,"PL","Poland",NA,87,2,6,NA,4,8,5,10,10,NA
2300,"PL","Poland",NA,51,2,NA,2,1,2,0,0,3,4
2301,"PL","Poland","female",39,2,NA,4,7,8,2,2,5,3
2305,"PL","Poland","female",63,2,4,1,2,4,1,1,2,4
2316,"PL","Poland","male",26,2,8,3,5,5,3,3,5,5
2324,"PL","Poland",NA,73,3,1,4,0,7,0,0,5,5
2326,"PL","Poland","male",22,2,3,2,2,6,2,4,2,4
2331,"PL","Poland","male",24,3,8,4,6,7,2,3,3,7
2334,"PL","Poland","male",65,2,4,2,3,5,3,4,4,4
2338,"PL","Poland",NA,80,2,NA,5,3,7,5,5,NA,NA
2342,"PL","Poland",NA,20,1,9,4,1,8,3,2,0,0
2346,"PL","Poland","male",22,3,NA,1,4,5,1,1,3,5
2363,"PL","Poland","male",34,2,7,3,4,7,1,1,2,5
2388,"PL","Poland","male",18,2,NA,4,3,6,0,0,7,2
2391,"PL","Poland","female",20,3,2,3,5,6,3,3,4,7
2396,"PL","Poland",NA,58,2,9,7,6,8,4,5,7,5
2407,"PL","Poland","male",37,2,9,6,7,8,3,3,4,6
2420,"PL","Poland",NA,71,2,3,NA,2,NA,5,5,NA,NA
2422,"PL","Poland","male",69,3,4,8,1,9,3,2,3,6
2425,"PL","Poland","female",84,NA,NA,1,NA,1,1,1,NA,NA
2426,"PL","Poland","male",76,2,4,NA,5,9,2,3,5,10
2437,"PL","Poland","male",77,2,5,3,2,8,3,2,3,3
2442,"PL","Poland","male",66,3,1,6,3,7,5,5,6,1
2448,"PL","Poland",NA,79,2,8,0,0,5,0,0,0,5
2450,"PL","Poland",NA,72,2,3,2,2,8,2,3,3,2
2467,"PL","Poland","female",58,3,2,1,2,4,1,1,3,4
2475,"PL","Poland","female",60,3,4,1,1,4,0,0,2,2
2477,"PL","Poland","female",63,2,5,0,0,0,0,0,0,0
2481,"PL","Poland","male",27,2,7,1,2,4,1,1,3,6
2489,"PL","Poland","male",53,1,NA,2,5,9,2,0,3,9
2495,"PL","Poland","female",74,2,6,5,6,4,1,1,5,5
2499,"PL","Poland","male",32,1,10,1,1,3,1,1,0,2
2507,"PL","Poland","male",37,2,6,3,4,5,3,3,3,5
2509,"PL","Poland","female",36,4,1,0,0,4,5,0,0,0
2516,"PL","Poland","male",24,3,NA,4,4,4,3,1,5,5
2521,"PL","Poland","male",23,2,7,1,5,5,2,2,1,6
2525,"PL","Poland","male",50,1,10,1,0,1,0,0,0,3
2527,"PL","Poland","male",22,1,9,2,0,0,0,0,5,6
2528,"PL","Poland","female",38,2,1,1,5,2,1,1,8,3
2531,"PL","Poland",NA,44,2,7,0,3,3,2,2,3,3
2532,"PL","Poland","female",29,2,NA,5,5,5,5,5,5,5
2534,"PL","Poland","female",23,1,9,2,3,3,2,4,6,8
2537,"PL","Poland","male",38,3,5,1,2,3,0,0,1,2
2543,"PL","Poland","male",42,3,8,3,5,8,3,5,5,7
2552,"PL","Poland","female",58,2,4,2,1,1,2,1,3,3
2554,"PL","Poland","male",17,3,NA,0,0,2,0,0,0,0
2555,"PL","Poland","male",53,2,7,2,3,6,2,3,3,3
2561,"PL","Poland","male",44,2,6,0,5,5,0,0,5,10
2564,"PL","Poland","male",72,2,NA,0,0,5,0,0,5,5
2567,"PL","Poland",NA,75,3,1,NA,NA,NA,0,0,NA,NA
2569,"PL","Poland",NA,77,3,1,1,1,1,1,1,3,3
2571,"PL","Poland","male",51,1,8,3,5,5,1,1,3,1
2575,"PL","Poland","male",38,2,NA,0,1,5,0,0,0,4
2576,"PL","Poland","female",38,2,3,0,0,0,0,0,3,0
2579,"PL","Poland","female",45,2,6,4,4,6,2,2,5,5
2580,"PL","Poland","male",67,1,5,6,5,5,6,5,5,4
2588,"PL","Poland","male",63,3,1,0,0,3,0,0,3,3
2595,"PL","Poland","female",29,3,NA,0,7,4,0,0,1,1
2597,"PL","Poland","female",27,1,NA,2,4,8,0,0,5,9
2605,"PL","Poland","male",34,2,5,2,2,5,1,1,2,5
2609,"PL","Poland","female",58,4,1,0,5,10,0,0,0,0
2611,"PL","Poland",NA,78,3,1,5,5,5,5,5,5,5
2622,"PL","Poland",NA,82,3,1,2,5,5,0,0,2,3
2629,"PL","Poland","female",36,3,7,3,6,4,4,5,2,10
2632,"PL","Poland",NA,71,2,4,0,2,9,0,0,NA,NA
2639,"PL","Poland","female",20,2,6,1,1,2,1,1,1,1
2643,"PL","Poland","male",39,3,2,1,2,7,0,0,NA,NA
2644,"PL","Poland","male",67,2,2,2,9,9,NA,0,8,8
2650,"PL","Poland","male",62,3,3,8,1,8,1,1,8,8
2655,"PL","Poland",NA,24,2,NA,0,4,3,0,0,5,5
2667,"PL","Poland","female",25,2,4,3,4,6,3,3,5,7
2677,"PL","Poland","male",39,2,7,5,1,10,5,2,5,5
2682,"PL","Poland",NA,56,2,NA,3,3,1,0,0,0,0
2683,"PL","Poland","female",28,1,10,4,6,5,3,2,5,7
2684,"PL","Poland","male",56,3,NA,7,7,7,7,7,7,7
2690,"PL","Poland",NA,37,2,NA,0,2,2,0,0,NA,NA
2697,"PL","Poland","male",46,2,NA,0,2,1,0,1,2,2
2708,"PL","Poland","male",19,2,3,2,3,2,2,2,2,5
2714,"PL","Poland",NA,87,2,2,1,3,4,0,0,4,4
2732,"PL","Poland","male",34,2,5,3,4,6,5,5,3,6
2733,"PL","Poland","male",32,3,NA,2,8,10,5,5,7,8
2738,"PL","Poland",NA,66,2,3,5,7,5,1,1,1,1
2741,"PL","Poland","male",51,2,7,3,3,5,3,3,4,4
2751,"PL","Poland","male",31,2,NA,1,1,8,0,0,0,2
2756,"PL","Poland","female",23,2,1,10,6,10,3,10,5,10
2764,"PL","Poland",NA,77,2,7,7,7,5,5,5,5,5
2775,"PL","Poland","female",57,2,3,5,NA,10,7,7,10,10
2792,"PL","Poland","female",35,2,NA,6,5,7,5,3,8,8
2793,"PL","Poland","female",47,2,NA,3,4,7,1,1,4,4
2794,"PL","Poland","male",63,3,3,7,8,5,6,6,5,8
2801,"PL","Poland","male",35,2,9,0,0,3,0,0,5,7
2815,"PL","Poland",NA,60,2,NA,0,0,10,0,0,0,5
2824,"PL","Poland","female",47,2,4,3,5,5,2,2,5,7
2826,"PL","Poland","female",35,2,NA,1,3,3,1,1,2,5
2833,"PL","Poland","female",42,2,NA,3,3,4,3,2,3,4
2841,"PL","Poland","male",16,2,3,7,6,8,7,7,6,7
2843,"PL","Poland","male",17,3,8,3,4,1,3,3,3,3
2844,"PL","Poland","female",66,3,NA,4,4,4,4,0,8,10
2846,"PL","Poland","male",57,3,NA,5,3,2,5,5,7,10
2852,"PL","Poland","female",56,3,1,0,3,6,0,0,5,5
2856,"PL","Poland","female",65,2,3,7,3,9,8,8,8,8
2860,"PL","Poland","female",63,3,1,2,2,7,2,1,5,NA
2867,"PL","Poland","female",77,2,8,5,3,8,3,3,4,6
2873,"PL","Poland","female",25,2,7,0,2,4,0,1,4,4
2880,"PL","Poland","male",69,2,2,0,0,2,0,0,0,1
2901,"PL","Poland","female",64,3,3,2,NA,9,2,2,2,4
2920,"PL","Poland","male",23,2,10,2,1,4,0,0,1,1
2921,"PL","Poland",NA,75,2,NA,0,0,2,0,0,NA,NA
2926,"PL","Poland","male",55,3,NA,5,5,0,1,1,1,8
2935,"PL","Poland","male",28,2,10,1,4,7,1,1,2,3
2941,"PL","Poland","male",84,2,NA,7,6,6,4,5,7,6
2942,"PL","Poland",NA,36,3,3,2,2,4,2,2,5,7
2957,"PL","Poland","male",21,3,1,0,0,3,0,0,0,0
2959,"PL","Poland","male",24,3,NA,1,1,1,1,1,2,2
2964,"PL","Poland",NA,62,2,6,NA,5,5,NA,0,0,5
2969,"PL","Poland",NA,52,3,1,3,3,6,0,0,4,5
2979,"PL","Poland","male",41,2,7,4,4,7,3,3,5,3
2982,"PL","Poland","female",19,4,1,0,2,4,0,1,1,3
2985,"PL","Poland","male",39,2,3,5,7,7,4,4,6,8
2991,"PL","Poland","male",64,2,7,4,4,4,3,3,3,7
3001,"PL","Poland","male",68,3,4,3,2,5,1,1,0,1
3002,"PL","Poland","female",38,2,4,4,7,7,4,3,4,5
3014,"PL","Poland","female",45,3,NA,0,0,0,0,0,0,5
3015,"PL","Poland","female",58,2,1,2,3,6,1,2,4,4
3021,"PL","Poland","male",68,2,2,0,5,2,0,0,5,5
3028,"PL","Poland",NA,72,3,2,2,2,5,0,0,1,0
3029,"PL","Poland",NA,62,3,6,0,0,5,0,0,0,5
3034,"PL","Poland","female",18,2,NA,4,4,5,4,4,5,5
3039,"PL","Poland","male",26,2,7,0,5,8,4,4,7,NA
3040,"PL","Poland","female",73,2,4,0,0,0,0,0,0,4
3049,"PL","Poland",NA,79,3,NA,1,6,1,1,1,1,1
3056,"PL","Poland",NA,59,3,2,5,4,5,4,2,5,5
3069,"PL","Poland",NA,66,2,NA,1,0,2,0,1,0,0
3077,"PL","Poland","male",25,2,8,1,3,8,1,1,5,5
3092,"PL","Poland","male",48,2,9,2,3,2,1,3,2,6
3100,"PL","Poland","female",27,3,1,3,1,5,3,3,3,3
3101,"PL","Poland",NA,66,2,5,5,5,7,7,6,5,5
3103,"PL","Poland","female",60,4,2,0,0,2,1,0,1,1
3104,"PL","Poland","female",33,2,NA,4,7,8,4,4,7,7
3109,"PL","Poland","male",60,2,3,1,1,5,1,1,1,1
3112,"PL","Poland","male",66,2,NA,4,7,7,3,2,3,3
3115,"PL","Poland",NA,16,1,NA,3,4,4,3,3,6,6
3116,"PL","Poland","female",27,1,10,7,8,9,4,4,7,8
3119,"PL","Poland","female",61,3,2,5,2,7,0,0,7,7
3125,"PL","Poland","female",17,1,7,7,9,9,6,6,7,9
3135,"PL","Poland",NA,42,2,NA,3,2,6,6,5,5,5
3136,"PL","Poland","male",54,3,3,2,3,8,3,3,4,5
3143,"PL","Poland","female",48,2,8,0,1,2,0,1,0,2
3145,"PL","Poland","female",66,2,3,3,2,2,5,5,1,1
3153,"PL","Poland","male",21,2,7,3,3,6,3,3,1,6
3155,"PL","Poland",NA,67,3,NA,6,7,5,4,5,9,10
3158,"PL","Poland","male",20,3,5,0,0,2,0,0,0,0
3171,"PL","Poland","male",52,2,2,7,5,7,5,5,5,7
3179,"PL","Poland","male",27,3,NA,0,0,9,0,0,3,8
3182,"PL","Poland","female",58,2,NA,0,1,1,0,0,0,0
3184,"PL","Poland","female",79,3,2,10,5,5,5,5,8,8
3185,"PL","Poland","female",40,2,7,5,8,8,5,3,5,5
3190,"PL","Poland","male",23,2,7,5,5,5,1,1,2,5
3192,"PL","Poland","male",45,2,10,3,2,6,3,3,6,7
3197,"PL","Poland","female",57,2,NA,2,2,2,2,2,2,2
3205,"PL","Poland",NA,55,2,1,2,4,5,3,3,5,5
3207,"PL","Poland",NA,38,3,NA,3,5,3,0,0,7,NA
3210,"PL","Poland","male",32,2,7,2,3,4,2,1,4,4
3217,"PL","Poland","male",37,2,7,0,4,3,1,0,4,8
3218,"PL","Poland","female",63,2,4,3,NA,NA,NA,NA,5,5
3227,"PL","Poland","female",19,2,3,8,5,8,9,8,9,10
3229,"PL","Poland",NA,77,3,2,2,5,3,0,0,NA,NA
3241,"PL","Poland","male",77,2,NA,3,5,5,1,1,3,7
3257,"PL","Poland",NA,38,1,9,8,8,8,7,7,8,8
3258,"PL","Poland","male",46,2,8,5,5,6,5,6,5,6
3263,"PL","Poland",NA,52,2,4,0,2,5,0,0,0,0
3285,"PL","Poland",NA,64,2,NA,5,10,10,5,5,5,5
3287,"PL","Poland","male",36,2,NA,4,6,7,3,3,8,NA
3300,"PL","Poland","female",25,2,10,2,4,4,2,2,2,6
3315,"PL","Poland","male",50,2,6,3,5,7,3,3,5,5
3317,"PL","Poland","female",56,1,9,3,3,3,2,1,6,8
3318,"PL","Poland","female",49,3,3,5,5,8,2,2,7,7
3319,"PL","Poland","male",25,2,NA,1,1,6,1,1,0,1
3323,"PL","Poland","male",38,2,5,3,3,4,3,2,9,5
3329,"PL","Poland",NA,17,2,NA,3,5,6,2,2,5,7
3357,"PL","Poland","male",36,1,10,5,7,8,5,3,7,7
3364,"PL","Poland","female",64,2,2,8,2,2,5,5,NA,4
3367,"PL","Poland",NA,67,2,6,7,4,9,4,4,4,5
3397,"PL","Poland",NA,79,2,2,NA,7,2,NA,NA,NA,NA
3408,"PL","Poland","male",31,1,NA,0,5,3,0,0,2,3
3412,"PL","Poland","male",39,2,NA,0,4,6,0,0,3,5
3413,"PL","Poland","female",64,3,1,2,2,7,3,3,4,4
3418,"PL","Poland","male",38,2,8,6,6,8,6,6,8,9
3433,"PL","Poland","female",47,2,3,3,1,4,0,0,5,5
3437,"PL","Poland","male",20,2,5,3,4,6,1,1,2,4
3447,"PL","Poland",NA,63,2,NA,2,2,5,0,0,0,2
3457,"PL","Poland",NA,68,2,NA,2,NA,6,0,0,0,0
3473,"PL","Poland",NA,78,2,8,NA,1,6,0,0,6,NA
3475,"PL","Poland","male",32,2,6,0,2,0,0,0,0,0
3480,"PL","Poland",NA,42,3,NA,0,2,9,0,0,3,NA
3486,"PL","Poland","male",25,3,4,0,3,8,0,2,2,5
3495,"PL","Poland","female",61,2,2,2,2,3,0,0,1,2
3503,"PL","Poland","female",59,2,1,0,0,6,1,1,0,5
3505,"PL","Poland","male",40,1,10,5,7,7,5,5,7,7
3512,"PL","Poland","female",42,2,6,5,5,10,5,5,10,10
3515,"PL","Poland","male",25,2,9,0,3,0,4,5,5,6
3544,"PL","Poland","male",55,1,10,0,1,5,0,0,0,5
3564,"PL","Poland","female",27,2,10,5,4,6,5,5,7,NA
3567,"PL","Poland","male",26,2,NA,1,4,5,1,1,5,10
3568,"PL","Poland","female",36,1,10,4,4,4,2,2,4,4
3574,"PL","Poland","male",24,2,NA,0,3,5,0,0,1,4
3596,"PL","Poland","male",34,2,8,4,6,7,3,2,4,7
3600,"PL","Poland","female",69,3,NA,5,5,5,5,5,5,5
3616,"PL","Poland","male",69,2,NA,5,5,7,5,6,6,4
3618,"PL","Poland","male",43,2,5,6,8,8,2,2,3,8
3622,"PL","Poland",NA,67,2,3,2,NA,5,2,2,NA,NA
3625,"PL","Poland","female",42,2,1,2,0,5,0,0,2,2
3632,"PL","Poland","female",26,2,NA,0,0,0,0,0,0,0
3636,"PL","Poland","male",49,4,1,5,5,5,5,5,5,5
3641,"PL","Poland",NA,75,2,6,0,4,4,3,3,4,1
3645,"PL","Poland",NA,62,3,1,NA,4,1,1,NA,10,10
3646,"PL","Poland","female",55,2,7,1,5,9,1,1,5,9
3649,"PL","Poland","female",56,2,5,0,3,5,2,2,2,5
3652,"PL","Poland","female",36,2,NA,3,7,7,1,0,2,8
3653,"PL","Poland","female",84,2,8,3,4,5,2,2,2,4
3660,"PL","Poland","male",55,3,NA,3,2,5,3,3,5,0
3664,"PL","Poland","male",30,2,4,3,3,2,1,1,NA,NA
3668,"PL","Poland","female",35,2,9,5,7,8,3,1,5,8
3672,"PL","Poland","female",46,2,NA,2,2,5,1,1,1,7
3678,"PL","Poland","female",43,2,8,0,1,4,0,0,0,6
3683,"PL","Poland","male",37,2,6,0,3,7,0,0,0,0
3690,"PL","Poland","male",42,2,NA,2,4,5,2,2,7,8
3692,"PL","Poland","male",37,2,NA,3,3,4,2,2,4,4
3695,"PL","Poland","female",43,2,10,0,0,5,0,0,0,10
3705,"PL","Poland","female",25,2,4,0,0,0,0,0,0,0
3713,"PL","Poland","male",65,2,1,3,5,5,1,1,NA,NA
3723,"PL","Poland",NA,77,3,5,3,NA,5,0,0,5,NA
3724,"PL","Poland","male",21,3,2,5,5,6,3,3,NA,NA
3729,"PL","Poland",NA,79,4,1,5,5,9,5,0,6,5
3744,"PL","Poland",NA,56,3,8,5,8,8,1,1,5,6
3749,"PL","Poland","male",61,2,3,3,3,4,3,2,6,NA
3750,"PL","Poland","male",43,1,10,8,7,5,3,3,8,10
3751,"PL","Poland","male",67,2,5,5,3,6,5,5,2,6
3753,"PL","Poland",NA,61,2,7,1,1,3,1,1,2,3
3756,"PL","Poland","male",32,2,NA,3,1,2,3,5,1,NA
3763,"PL","Poland",NA,67,2,NA,3,5,8,1,1,5,8
3769,"PL","Poland","female",54,2,8,4,4,6,4,4,5,4
3771,"PL","Poland",NA,29,2,10,7,10,7,7,4,7,9
3774,"PL","Poland",NA,50,2,NA,4,5,5,2,1,4,5
3779,"PL","Poland","female",28,2,7,0,1,3,0,1,0,0
3787,"PL","Poland","male",46,2,7,4,7,5,2,2,5,7
3790,"PL","Poland","female",59,2,10,3,3,3,2,2,4,4
3810,"PL","Poland","male",57,2,4,3,4,5,2,2,7,3
3811,"PL","Poland","female",47,2,6,4,3,8,3,3,5,7
3812,"PL","Poland","female",19,2,NA,2,2,0,0,0,0,0
3813,"PL","Poland","male",35,1,10,5,7,7,2,2,5,7
3815,"PL","Poland","male",43,2,8,4,5,7,2,2,2,6
3818,"PL","Poland","male",24,1,8,3,7,8,4,2,5,8
3819,"PL","Poland","male",70,3,1,1,1,0,0,0,0,3
3821,"PL","Poland","female",30,2,9,2,4,6,2,4,5,5
3822,"PL","Poland","male",24,2,2,1,3,9,0,0,0,0
3823,"PL","Poland","male",47,2,NA,7,7,8,7,7,7,7
3826,"PL","Poland","female",42,2,10,7,9,8,4,4,8,9
3827,"PL","Poland","female",43,2,6,4,6,8,4,6,5,8
3828,"PL","Poland","female",37,3,3,2,3,6,2,2,3,3
3834,"PL","Poland","male",20,2,5,1,1,7,0,0,0,2
3840,"PL","Poland",NA,77,2,5,0,2,3,0,0,NA,NA
3841,"PL","Poland","male",41,NA,1,0,0,1,0,0,0,2
3845,"PL","Poland",NA,23,3,NA,2,4,5,0,0,2,2
3849,"PL","Poland","female",46,2,NA,3,5,5,2,2,2,5
3854,"PL","Poland","male",28,2,8,1,3,8,0,2,8,7
3863,"PL","Poland","male",24,2,9,5,5,3,2,2,5,7
3872,"PL","Poland","male",51,2,6,2,2,5,2,2,4,7
3875,"PL","Poland","female",57,2,NA,3,2,3,3,3,4,NA
3880,"PL","Poland","female",27,2,6,0,8,8,0,4,9,9
3881,"PL","Poland",NA,28,2,8,5,7,5,1,1,5,NA
3894,"PL","Poland",NA,59,3,1,1,2,4,0,1,3,3
3901,"PL","Poland","female",60,3,3,3,3,3,0,NA,2,3
3910,"PL","Poland","male",40,3,6,1,5,3,1,1,4,NA
3911,"PL","Poland","female",23,2,9,4,5,2,2,2,6,6
3915,"PL","Poland",NA,66,3,2,NA,NA,8,8,NA,NA,NA
3922,"PL","Poland","male",57,2,9,6,4,3,2,2,6,6
3934,"PL","Poland",NA,22,2,5,3,5,8,3,3,5,5
3954,"PL","Poland","female",61,2,5,3,6,7,3,1,8,8
3959,"PL","Poland","male",55,2,3,1,8,10,1,1,2,6
3963,"PL","Poland","female",50,3,3,5,5,7,NA,5,5,5
3965,"PL","Poland",NA,65,2,10,5,6,5,4,5,5,5
3968,"PL","Poland",NA,16,2,NA,0,7,4,2,5,2,4
3969,"PL","Poland","male",19,2,NA,6,8,8,1,1,8,8
3971,"PL","Poland","male",29,2,2,3,4,4,3,3,5,6
3975,"PL","Poland","male",48,3,4,3,2,4,2,2,3,6
3980,"PL","Poland","female",36,2,5,2,0,0,0,0,2,2
3982,"PL","Poland",NA,67,2,8,2,5,8,2,2,7,7
3990,"PL","Poland","male",51,2,NA,8,8,8,8,8,8,8
3995,"PL","Poland","female",30,2,6,4,6,8,3,3,5,7
3996,"PL","Poland","female",42,2,8,5,7,8,3,3,4,4
4003,"PL","Poland","male",47,2,10,0,3,5,0,0,0,3
4006,"PL","Poland","male",67,2,3,5,7,7,3,3,5,1
4007,"PL","Poland",NA,65,2,7,1,2,1,0,0,2,4
4010,"PL","Poland","male",28,2,8,2,5,5,0,0,5,6
4016,"PL","Poland","female",32,3,NA,0,0,10,0,1,1,1
4025,"PL","Poland","female",18,1,NA,4,7,7,5,6,6,7
4031,"PL","Poland","female",16,2,NA,5,8,6,4,6,8,9
4035,"PL","Poland","female",17,1,NA,1,5,5,1,1,3,5
4050,"PL","Poland",NA,80,2,8,3,3,5,2,1,NA,4
4051,"PL","Poland",NA,54,3,2,0,2,3,0,0,2,4
4059,"PL","Poland",NA,82,3,NA,NA,NA,NA,NA,NA,NA,NA
4066,"PL","Poland","female",72,2,2,1,3,1,1,1,2,2
4076,"PL","Poland","male",61,2,NA,3,8,8,2,2,2,2
4077,"PL","Poland","female",36,2,1,2,5,5,3,3,3,3
4084,"PL","Poland","male",32,3,3,3,3,3,3,4,4,5
4088,"PL","Poland","male",30,2,6,2,3,4,2,2,2,5
4092,"PL","Poland","male",70,1,8,1,1,4,5,5,5,8
4099,"PL","Poland","female",60,3,NA,1,2,4,0,0,5,NA
4102,"PL","Poland",NA,62,2,3,5,2,3,5,5,1,0
4103,"PL","Poland","female",49,2,10,9,7,6,5,4,7,6
4104,"PL","Poland",NA,53,2,7,5,1,7,1,1,NA,NA
4106,"PL","Poland","female",43,2,NA,0,1,2,0,0,0,2
4114,"PL","Poland","male",29,2,4,6,5,5,4,4,5,6
4116,"PL","Poland",NA,55,3,1,0,0,NA,0,0,0,3
4122,"PL","Poland","male",56,3,8,6,5,5,5,7,8,7
